fecha,producto,peso,precio
2026-08-18 09:47:57.160000,Bisglicinato de magnesio en polvo,150g,"25,60 €"
2026-08-19 11:36:03.913091,Bisglicinato de magnesio en polvo,150g,"25,60 €"
