fecha,producto,peso,precio
2026-08-11 16:45:02.548,Bisglicinato de magnesio,100mg de magnesio,"8,00 €"
2026-08-12 09:39:11.227,Bisglicinato de magnesio,100mg de magnesio,"8,47 €"
2026-08-13 09:43:00.737,Bisglicinato de magnesio,100mg de magnesio,"8,47 €"
2026-08-14 09:31:22.270,Bisglicinato de magnesio,100mg de magnesio,"8,47 €"
