fecha,producto,peso,precio,precio_num,fecha_dia
2026-05-02 13:34:34.874,CREATINA MONOHIDRATO ULTRAFINA EN POLVO (500 MESH),500g,"14,04 €",14.04,2026-05-02
2026-05-02 13:36:38.942,CREATINA MONOHIDRATO ULTRAFINA EN POLVO (500 MESH),500g,"14,04 €",14.04,2026-05-02
2026-05-02 13:59:45.460,CREATINA MONOHIDRATO ULTRAFINA EN POLVO (500 MESH),500g,"14,04 €",14.04,2026-05-02
2026-05-02 17:06:24.424,CREATINA MONOHIDRATO ULTRAFINA EN POLVO (500 MESH),500g,"14,04 €",,
